Wavelength (nm),Transmission (%),,,,,,,,,,
2500,77.92384165,,,,,,,,,,
2499,77.91576829,,,,,,,,,,
2498,77.95097682,,,,,,,,,,
2497,77.96564518,,,,,,,,,,
2496,78.00486043,,,,,,,,,,
2495,78.00393351,,,,,,,,,,
2494,78.03436958,,,,,,,,,,
2493,78.0239214,,,,,,,,,,
2492,78.03650487,,,,,,,,,,
2491,78.00160931,,,,,,,,,,
2490,77.9989509,,,,,,,,,,
2489,78.00134985,,,,,,,,,,
2488,77.96740663,,,,,,,,,,
2487,77.95783534,,,,,,,,,,
2486,77.91469449,,,,,,,,,,
2485,77.88131723,,,,,,,,,,
2484,77.84619724,,,,,,,,,,
2483,77.79787932,,,,,,,,,,
2482,77.75855947,,,,,,,,,,
2481,77.70116149,,,,,,,,,,
2480,77.64077191,,,,,,,,,,
2479,77.60636453,,,,,,,,,,
2478,77.53818956,,,,,,,,,,
2477,77.48174286,,,,,,,,,,
2476,77.40213861,,,,,,,,,,
2475,77.32670477,,,,,,,,,,
2474,77.26753931,,,,,,,,,,
2473,77.19394534,,,,,,,,,,
2472,77.13280545,,,,,,,,,,
2471,77.06585076,,,,,,,,,,
2470,77.00479404,,,,,,,,,,
2469,76.9375596,,,,,,,,,,
2468,76.86248483,,,,,,,,,,
2467,76.79930059,,,,,,,,,,
2466,76.7226655,,,,,,,,,,
2465,76.64734242,,,,,,,,,,
2464,76.55000507,,,,,,,,,,
2463,76.47513272,,,,,,,,,,
2462,76.40603731,,,,,,,,,,
2461,76.33010513,,,,,,,,,,
2460,76.25901296,,,,,,,,,,
2459,76.16939652,,,,,,,,,,
2458,76.09014758,,,,,,,,,,
2457,75.9970815,,,,,,,,,,
2456,75.94069924,,,,,,,,,,
2455,75.86368125,,,,,,,,,,
2454,75.80525862,,,,,,,,,,
2453,75.7211875,,,,,,,,,,
2452,75.64749593,,,,,,,,,,
2451,75.57895047,,,,,,,,,,
2450,75.53593274,,,,,,,,,,
2449,75.45104408,,,,,,,,,,
2448,75.4059515,,,,,,,,,,
2447,75.36719927,,,,,,,,,,
2446,75.30397835,,,,,,,,,,
2445,75.26201872,,,,,,,,,,
2444,75.20506296,,,,,,,,,,
2443,75.17410282,,,,,,,,,,
2442,75.12681089,,,,,,,,,,
2441,75.12426847,,,,,,,,,,
2440,75.0771332,,,,,,,,,,
2439,75.03791468,,,,,,,,,,
2438,75.00836944,,,,,,,,,,
2437,74.99067135,,,,,,,,,,
2436,74.95357533,,,,,,,,,,
2435,74.9421911,,,,,,,,,,
2434,74.91797892,,,,,,,,,,
2433,74.90269643,,,,,,,,,,
2432,74.90450787,,,,,,,,,,
2431,74.89184161,,,,,,,,,,
2430,74.85281703,,,,,,,,,,
2429,74.86480912,,,,,,,,,,
2428,74.87583907,,,,,,,,,,
2427,74.868775,,,,,,,,,,
2426,74.87734544,,,,,,,,,,
2425,74.87848752,,,,,,,,,,
2424,74.9257958,,,,,,,,,,
2423,74.93739076,,,,,,,,,,
2422,74.95366015,,,,,,,,,,
2421,74.96838501,,,,,,,,,,
2420,75.00455194,,,,,,,,,,
2419,75.03149095,,,,,,,,,,
2418,75.0812567,,,,,,,,,,
2417,75.09695476,,,,,,,,,,
2416,75.18283753,,,,,,,,,,
2415,75.18795358,,,,,,,,,,
2414,75.27707933,,,,,,,,,,
2413,75.33269931,,,,,,,,,,
2412,75.38203972,,,,,,,,,,
2411,75.43760031,,,,,,,,,,
2410,75.51466008,,,,,,,,,,
2409,75.55875717,,,,,,,,,,
2408,75.63903464,,,,,,,,,,
2407,75.69636387,,,,,,,,,,
2406,75.77074675,,,,,,,,,,
2405,75.82636959,,,,,,,,,,
2404,75.9228476,,,,,,,,,,
2403,75.97945612,,,,,,,,,,
2402,76.07716408,,,,,,,,,,
2401,76.15285416,,,,,,,,,,
2400,76.22774814,,,,,,,,,,
2399,76.3277805,,,,,,,,,,
2398,76.41623456,,,,,,,,,,
2397,76.49697241,,,,,,,,,,
2396,76.59930265,,,,,,,,,,
2395,76.71710902,,,,,,,,,,
2394,76.79208257,,,,,,,,,,
2393,76.92040622,,,,,,,,,,
2392,77.00650873,,,,,,,,,,
2391,77.1383431,,,,,,,,,,
2390,77.2037113,,,,,,,,,,
2389,77.32745122,,,,,,,,,,
2388,77.42421065,,,,,,,,,,
2387,77.52754968,,,,,,,,,,
2386,77.64436343,,,,,,,,,,
2385,77.73441569,,,,,,,,,,
2384,77.84392589,,,,,,,,,,
2383,77.94149168,,,,,,,,,,
2382,78.06469407,,,,,,,,,,
2381,78.15743667,,,,,,,,,,
2380,78.24184426,,,,,,,,,,
2379,78.37825773,,,,,,,,,,
2378,78.46396496,,,,,,,,,,
2377,78.54224596,,,,,,,,,,
2376,78.65711262,,,,,,,,,,
2375,78.76881341,,,,,,,,,,
2374,78.88695978,,,,,,,,,,
2373,78.97546276,,,,,,,,,,
2372,79.08977073,,,,,,,,,,
2371,79.20101089,,,,,,,,,,
2370,79.24971214,,,,,,,,,,
2369,79.4175809,,,,,,,,,,
2368,79.49188225,,,,,,,,,,
2367,79.59379898,,,,,,,,,,
2366,79.70394686,,,,,,,,,,
2365,79.76489283,,,,,,,,,,
2364,79.88994093,,,,,,,,,,
2363,79.94814478,,,,,,,,,,
2362,80.03794184,,,,,,,,,,
2361,80.10691456,,,,,,,,,,
2360,80.20342563,,,,,,,,,,
2359,80.28341552,,,,,,,,,,
2358,80.33504028,,,,,,,,,,
2357,80.3757157,,,,,,,,,,
2356,80.46676553,,,,,,,,,,
2355,80.54020945,,,,,,,,,,
2354,80.58512653,,,,,,,,,,
2353,80.6440365,,,,,,,,,,
2352,80.67695498,,,,,,,,,,
2351,80.72595588,,,,,,,,,,
2350,80.78630275,,,,,,,,,,
2349,80.80659294,,,,,,,,,,
2348,80.83769316,,,,,,,,,,
2347,80.8706397,,,,,,,,,,
2346,80.90413151,,,,,,,,,,
2345,80.91878001,,,,,,,,,,
2344,80.93008815,,,,,,,,,,
2343,80.95419749,,,,,,,,,,
2342,80.97320244,,,,,,,,,,
2341,80.96627406,,,,,,,,,,
2340,80.97590988,,,,,,,,,,
2339,80.94376693,,,,,,,,,,
2338,80.91763879,,,,,,,,,,
2337,80.89919836,,,,,,,,,,
2336,80.88012276,,,,,,,,,,
2335,80.87300802,,,,,,,,,,
2334,80.79111875,,,,,,,,,,
2333,80.77007464,,,,,,,,,,
2332,80.71989802,,,,,,,,,,
2331,80.67517051,,,,,,,,,,
2330,80.57354311,,,,,,,,,,
2329,80.51701649,,,,,,,,,,
2328,80.44644051,,,,,,,,,,
2327,80.39497836,,,,,,,,,,
2326,80.2978271,,,,,,,,,,
2325,80.16656538,,,,,,,,,,
2324,80.08885375,,,,,,,,,,
2323,80.02034106,,,,,,,,,,
2322,79.92614736,,,,,,,,,,
2321,79.80880577,,,,,,,,,,
2320,79.67858489,,,,,,,,,,
2319,79.56830197,,,,,,,,,,
2318,79.45255706,,,,,,,,,,
2317,79.30609674,,,,,,,,,,
2316,79.16220929,,,,,,,,,,
2315,79.01658161,,,,,,,,,,
2314,78.87538835,,,,,,,,,,
2313,78.74289194,,,,,,,,,,
2312,78.58007778,,,,,,,,,,
2311,78.4237856,,,,,,,,,,
2310,78.26960266,,,,,,,,,,
2309,78.11214968,,,,,,,,,,
2308,77.94508269,,,,,,,,,,
2307,77.76291324,,,,,,,,,,
2306,77.5725732,,,,,,,,,,
2305,77.41320847,,,,,,,,,,
2304,77.24853294,,,,,,,,,,
2303,77.05528433,,,,,,,,,,
2302,76.84843549,,,,,,,,,,
2301,76.67847332,,,,,,,,,,
2300,76.48272058,,,,,,,,,,
2299,76.29952587,,,,,,,,,,
2298,76.10013044,,,,,,,,,,
2297,75.88495418,,,,,,,,,,
2296,75.69709139,,,,,,,,,,
2295,75.52417687,,,,,,,,,,
2294,75.31405333,,,,,,,,,,
2293,75.08848863,,,,,,,,,,
2292,74.88864115,,,,,,,,,,
2291,74.69513017,,,,,,,,,,
2290,74.49874314,,,,,,,,,,
2289,74.26980572,,,,,,,,,,
2288,74.05093448,,,,,,,,,,
2287,73.85481539,,,,,,,,,,
2286,73.65724374,,,,,,,,,,
2285,73.45220171,,,,,,,,,,
2284,73.23017845,,,,,,,,,,
2283,73.03960878,,,,,,,,,,
2282,72.83023833,,,,,,,,,,
2281,72.60596494,,,,,,,,,,
2280,72.3995454,,,,,,,,,,
2279,72.19143304,,,,,,,,,,
2278,71.98934917,,,,,,,,,,
2277,71.78934506,,,,,,,,,,
2276,71.56669087,,,,,,,,,,
2275,71.35499027,,,,,,,,,,
2274,71.13000837,,,,,,,,,,
2273,70.94078125,,,,,,,,,,
2272,70.74334117,,,,,,,,,,
2271,70.52579453,,,,,,,,,,
2270,70.3080287,,,,,,,,,,
2269,70.11935838,,,,,,,,,,
2268,69.92045985,,,,,,,,,,
2267,69.73177255,,,,,,,,,,
2266,69.54998423,,,,,,,,,,
2265,69.37013674,,,,,,,,,,
2264,69.20437418,,,,,,,,,,
2263,69.03309353,,,,,,,,,,
2262,68.86827845,,,,,,,,,,
2261,68.71480982,,,,,,,,,,
2260,68.55314772,,,,,,,,,,
2259,68.44199654,,,,,,,,,,
2258,68.31933003,,,,,,,,,,
2257,68.19594658,,,,,,,,,,
2256,68.0934412,,,,,,,,,,
2255,67.99305537,,,,,,,,,,
2254,67.89773952,,,,,,,,,,
2253,67.82022954,,,,,,,,,,
2252,67.75436115,,,,,,,,,,
2251,67.68373372,,,,,,,,,,
2250,67.63218396,,,,,,,,,,
2249,67.60170997,,,,,,,,,,
2248,67.58332851,,,,,,,,,,
2247,67.56125525,,,,,,,,,,
2246,67.55053319,,,,,,,,,,
2245,67.54432916,,,,,,,,,,
2244,67.55536546,,,,,,,,,,
2243,67.57152866,,,,,,,,,,
2242,67.58646199,,,,,,,,,,
2241,67.61169712,,,,,,,,,,
2240,67.65915337,,,,,,,,,,
2239,67.69093472,,,,,,,,,,
2238,67.71940517,,,,,,,,,,
2237,67.76044324,,,,,,,,,,
2236,67.80926498,,,,,,,,,,
2235,67.85002187,,,,,,,,,,
2234,67.90191309,,,,,,,,,,
2233,67.94027351,,,,,,,,,,
2232,67.97317625,,,,,,,,,,
2231,67.99751729,,,,,,,,,,
2230,68.03727199,,,,,,,,,,
2229,68.05698578,,,,,,,,,,
2228,68.06241787,,,,,,,,,,
2227,68.07752396,,,,,,,,,,
2226,68.0995034,,,,,,,,,,
2225,68.09352839,,,,,,,,,,
2224,68.09907794,,,,,,,,,,
2223,68.10093871,,,,,,,,,,
2222,68.11790335,,,,,,,,,,
2221,68.14963034,,,,,,,,,,
2220,68.16440195,,,,,,,,,,
2219,68.17483311,,,,,,,,,,
2218,68.2291344,,,,,,,,,,
2217,68.2807801,,,,,,,,,,
2216,68.3656699,,,,,,,,,,
2215,68.4834274,,,,,,,,,,
2214,68.60562225,,,,,,,,,,
2213,68.80239286,,,,,,,,,,
2212,69.00217465,,,,,,,,,,
2211,69.28105423,,,,,,,,,,
2210,69.55126692,,,,,,,,,,
2209,69.90715062,,,,,,,,,,
2208,70.31108405,,,,,,,,,,
2207,70.72390758,,,,,,,,,,
2206,71.18316739,,,,,,,,,,
2205,71.75869326,,,,,,,,,,
2204,72.3054938,,,,,,,,,,
2203,72.95235288,,,,,,,,,,
2202,73.55489299,,,,,,,,,,
2201,74.24180916,,,,,,,,,,
2200,74.89639437,,,,,,,,,,
2199,75.64387206,,,,,,,,,,
2198,76.355269,,,,,,,,,,
2197,77.04438063,,,,,,,,,,
2196,77.7869879,,,,,,,,,,
2195,78.50808313,,,,,,,,,,
2194,79.1654709,,,,,,,,,,
2193,79.83197837,,,,,,,,,,
2192,80.45249209,,,,,,,,,,
2191,81.02386616,,,,,,,,,,
2190,81.64336742,,,,,,,,,,
2189,82.16225447,,,,,,,,,,
2188,82.66486754,,,,,,,,,,
2187,83.01483769,,,,,,,,,,
2186,83.57393151,,,,,,,,,,
2185,83.89736989,,,,,,,,,,
2184,84.28181256,,,,,,,,,,
2183,84.57654043,,,,,,,,,,
2182,84.89302489,,,,,,,,,,
2181,85.14697214,,,,,,,,,,
2180,85.36072211,,,,,,,,,,
2179,85.59967961,,,,,,,,,,
2178,85.74160952,,,,,,,,,,
2177,85.92491984,,,,,,,,,,
2176,86.05259003,,,,,,,,,,
2175,86.15863515,,,,,,,,,,
2174,86.28003308,,,,,,,,,,
2173,86.3526004,,,,,,,,,,
2172,86.39269646,,,,,,,,,,
2171,86.429297,,,,,,,,,,
2170,86.45363677,,,,,,,,,,
2169,86.46835119,,,,,,,,,,
2168,86.45351136,,,,,,,,,,
2167,86.44857808,,,,,,,,,,
2166,86.41219258,,,,,,,,,,
2165,86.35332719,,,,,,,,,,
2164,86.29200465,,,,,,,,,,
2163,86.23098381,,,,,,,,,,
2162,86.16145182,,,,,,,,,,
2161,86.06374688,,,,,,,,,,
2160,85.94419508,,,,,,,,,,
2159,85.85761899,,,,,,,,,,
2158,85.73849418,,,,,,,,,,
2157,85.60858733,,,,,,,,,,
2156,85.47200088,,,,,,,,,,
2155,85.36776615,,,,,,,,,,
2154,85.21641128,,,,,,,,,,
2153,85.03300063,,,,,,,,,,
2152,84.91221887,,,,,,,,,,
2151,84.76009443,,,,,,,,,,
2150,84.5926871,,,,,,,,,,
2149,84.37771366,,,,,,,,,,
2148,84.24161131,,,,,,,,,,
2147,84.07936417,,,,,,,,,,
2146,83.87249446,,,,,,,,,,
2145,83.6749297,,,,,,,,,,
2144,83.50603538,,,,,,,,,,
2143,83.33110559,,,,,,,,,,
2142,83.08509204,,,,,,,,,,
2141,82.9159745,,,,,,,,,,
2140,82.72072058,,,,,,,,,,
2139,82.50080926,,,,,,,,,,
2138,82.29266178,,,,,,,,,,
2137,82.1057985,,,,,,,,,,
2136,81.88440886,,,,,,,,,,
2135,81.68464679,,,,,,,,,,
2134,81.49835791,,,,,,,,,,
2133,81.27962213,,,,,,,,,,
2132,81.08556286,,,,,,,,,,
2131,80.86186166,,,,,,,,,,
2130,80.68681535,,,,,,,,,,
2129,80.46915594,,,,,,,,,,
2128,80.26831299,,,,,,,,,,
2127,80.080734,,,,,,,,,,
2126,79.8950655,,,,,,,,,,
2125,79.71707815,,,,,,,,,,
2124,79.49559139,,,,,,,,,,
2123,79.31984365,,,,,,,,,,
2122,79.15411578,,,,,,,,,,
2121,78.99390983,,,,,,,,,,
2120,78.79235983,,,,,,,,,,
2119,78.6541817,,,,,,,,,,
2118,78.47468973,,,,,,,,,,
2117,78.33140065,,,,,,,,,,
2116,78.17697448,,,,,,,,,,
2115,78.05974811,,,,,,,,,,
2114,77.9264484,,,,,,,,,,
2113,77.76790928,,,,,,,,,,
2112,77.68294967,,,,,,,,,,
2111,77.5426694,,,,,,,,,,
2110,77.47965513,,,,,,,,,,
2109,77.30643138,,,,,,,,,,
2108,77.24760755,,,,,,,,,,
2107,77.14557876,,,,,,,,,,
2106,77.12282915,,,,,,,,,,
2105,77.00727409,,,,,,,,,,
2104,76.93924687,,,,,,,,,,
2103,76.88051879,,,,,,,,,,
2102,76.84944531,,,,,,,,,,
2101,76.79677917,,,,,,,,,,
2100,76.74127263,,,,,,,,,,
2099,76.73936361,,,,,,,,,,
2098,76.73511573,,,,,,,,,,
2097,76.69723275,,,,,,,,,,
2096,76.70912428,,,,,,,,,,
2095,76.71012364,,,,,,,,,,
2094,76.71600872,,,,,,,,,,
2093,76.75595262,,,,,,,,,,
