Wavelength (nm),SLS201L Power (a.u.),
1038.851318,0.758351816,
1038.904053,0.758383224,
1038.957031,0.758413629,
1039.009888,0.758441697,
1039.062744,0.75847085,
1039.115601,0.758501344,
1039.168579,0.75853149,
1039.221436,0.758565715,
1039.274414,0.758598952,
1039.327271,0.758628712,
1039.380249,0.75865307,
1039.433105,0.758679332,
1039.486084,0.758705878,
1039.53894,0.758735533,
1039.591919,0.758763657,
1039.644897,0.758790097,
1039.697876,0.758815113,
1039.750854,0.75883565,
1039.803711,0.758856244,
1039.856812,0.758878619,
1039.909668,0.758898468,
1039.962769,0.758913753,
1040.015625,0.75893317,
1040.068726,0.75895293,
1040.121704,0.75897033,
1040.174683,0.758987677,
1040.227661,0.759004489,
1040.280762,0.759025722,
1040.33374,0.759047274,
1040.386719,0.759066933,
1040.439697,0.759088804,
1040.492798,0.759116933,
1040.545776,0.759140494,
1040.598877,0.759164583,
1040.651855,0.759193475,
1040.704956,0.759220657,
1040.758057,0.759249965,
1040.811157,0.759279664,
1040.864258,0.75930919,
1040.917236,0.759338467,
1040.970459,0.759367333,
1041.023438,0.759394185,
1041.076538,0.759423961,
1041.129639,0.75945223,
1041.182739,0.759482435,
1041.23584,0.759513289,
1041.289063,0.759544149,
1041.342041,0.759572406,
1041.395264,0.759602165,
1041.448364,0.759635268,
1041.501465,0.759666241,
1041.554565,0.759697869,
1041.607788,0.759731738,
1041.660889,0.759763804,
1041.714111,0.759794495,
1041.767212,0.759825017,
1041.820435,0.759855458,
1041.873535,0.759885454,
1041.926758,0.759917625,
1041.97998,0.759949915,
1042.033203,0.759984733,
1042.086426,0.760017667,
1042.139526,0.760048661,
1042.192871,0.760081519,
1042.245972,0.760109206,
1042.299194,0.760136835,
1042.352417,0.76016294,
1042.405762,0.760187948,
1042.458862,0.760212065,
1042.512207,0.760232616,
1042.565308,0.760257889,
1042.618652,0.760285952,
1042.671875,0.76030904,
1042.72522,0.760333229,
1042.778442,0.760359934,
1042.831665,0.760386193,
1042.884888,0.760415563,
1042.938232,0.760446756,
1042.991455,0.760474847,
1043.0448,0.760503885,
1043.098267,0.760533918,
1043.151489,0.760561755,
1043.204834,0.760595079,
1043.258057,0.760625031,
1043.311401,0.760656349,
1043.364746,0.760688262,
1043.418091,0.760719914,
1043.471436,0.760753062,
1043.52478,0.760787182,
1043.578125,0.760820813,
1043.63147,0.760852241,
1043.684814,0.760885517,
1043.738159,0.760916383,
1043.791504,0.760953222,
1043.844971,0.760992041,
1043.898315,0.761033161,
1043.951782,0.761074662,
1044.005005,0.761114767,
1044.058472,0.761158151,
1044.111816,0.761199408,
1044.165283,0.761239753,
1044.21875,0.761281062,
1044.272095,0.761322533,
1044.325684,0.761358707,
1044.379028,0.761392664,
1044.432495,0.761423521,
1044.48584,0.761454,
1044.539429,0.761484653,
1044.592773,0.761516021,
1044.64624,0.761549115,
1044.699707,0.761580264,
1044.753174,0.761612514,
1044.806641,0.761644116,
1044.860229,0.761680786,
1044.913574,0.761718958,
1044.967163,0.761760291,
1045.02063,0.761806131,
1045.074097,0.761852937,
1045.127563,0.761896805,
1045.181152,0.761944566,
1045.234619,0.761997751,
1045.288208,0.762046217,
1045.341675,0.762093247,
1045.395264,0.762140026,
1045.448853,0.762186131,
1045.502319,0.762233272,
1045.555908,0.762279834,
1045.609497,0.762327183,
1045.663086,0.76237876,
1045.716553,0.76242817,
1045.770142,0.76247187,
1045.82373,0.762515297,
1045.877319,0.76256232,
1045.930908,0.762604275,
1045.984497,0.762646616,
1046.038086,0.762689242,
1046.091797,0.762728499,
1046.145264,0.762768514,
1046.198975,0.762804805,
1046.252563,0.762841572,
1046.306274,0.762880826,
1046.359741,0.76292139,
1046.413452,0.762959486,
1046.467041,0.762996621,
1046.520752,0.763035888,
1046.574463,0.76307446,
1046.628052,0.763114236,
1046.681763,0.763153271,
1046.735474,0.763192707,
1046.789185,0.763235056,
1046.842773,0.763277963,
1046.896484,0.763315229,
1046.950195,0.763355023,
1047.003906,0.763399172,
1047.057617,0.76343939,
1047.111328,0.763480275,
1047.165039,0.76352047,
1047.21875,0.76356076,
1047.272461,0.763600214,
1047.326172,0.76363782,
1047.379883,0.763675485,
1047.433716,0.763717428,
1047.487427,0.763761831,
1047.54126,0.763806722,
1047.594971,0.763855294,
1047.648682,0.763906304,
1047.702515,0.763957016,
1047.756226,0.764006885,
1047.810059,0.764058278,
1047.863892,0.764108248,
1047.917725,0.764155869,
1047.971436,0.764208523,
1048.025269,0.764257436,
1048.079102,0.764304457,
1048.132935,0.764350017,
1048.186646,0.764391215,
1048.240601,0.764431694,
1048.294312,0.764474232,
1048.348267,0.764514291,
1048.401978,0.764553461,
1048.455933,0.764594027,
1048.509766,0.76463168,
1048.563599,0.764670824,
1048.617432,0.764710567,
1048.671387,0.76474829,
1048.72522,0.764786459,
1048.779175,0.764822495,
1048.833008,0.764859762,
1048.886841,0.764899083,
1048.940796,0.764941751,
1048.994751,0.764982109,
1049.048706,0.765024666,
1049.102539,0.765060761,
1049.156494,0.765098289,
1049.210327,0.765138079,
1049.264282,0.765181096,
1049.318237,0.765226725,
1049.372192,0.76526745,
1049.426147,0.765309135,
1049.480103,0.765348364,
1049.534058,0.765386982,
1049.588013,0.765424495,
1049.641968,0.765471955,
1049.696045,0.7655195,
1049.749878,0.765569704,
1049.803955,0.765616485,
1049.85791,0.765666395,
1049.911987,0.765718426,
1049.965942,0.765770188,
1050.019897,0.765823759,
1050.073975,0.765878496,
1050.12793,0.765931527,
1050.182007,0.765978479,
1050.236084,0.766022683,
1050.290161,0.766063859,
1050.344116,0.766102514,
1050.398193,0.766138292,
1050.452271,0.766175134,
1050.506348,0.766213561,
1050.560303,0.76624849,
1050.614502,0.766283756,
1050.668457,0.766321277,
1050.722656,0.766359306,
1050.776611,0.766399429,
1050.830811,0.76643956,
1050.884888,0.766480827,
1050.938965,0.76652349,
1050.993042,0.766562352,
1051.047241,0.766597027,
1051.10144,0.766632493,
1051.155518,0.766670926,
1051.209595,0.766708176,
1051.263672,0.766747966,
1051.317871,0.766785861,
1051.37207,0.76682356,
1051.42627,0.766862551,
1051.480347,0.766900955,
1051.534546,0.766943833,
1051.588623,0.766991778,
1051.642944,0.767043136,
1051.697021,0.767092841,
1051.751221,0.767143061,
1051.80542,0.767195568,
1051.859619,0.76724875,
1051.913818,0.767303659,
1051.968018,0.76736136,
1052.022217,0.767419255,
1052.076538,0.767474208,
1052.130615,0.767524387,
1052.184937,0.767572448,
1052.239136,0.767625658,
1052.293457,0.767679132,
1052.347778,0.767728568,
1052.401978,0.767779706,
1052.456299,0.767830827,
1052.510498,0.767882255,
1052.564819,0.767933767,
1052.619019,0.767986425,
1052.67334,0.768040705,
1052.727539,0.768095443,
1052.78186,0.768148205,
1052.836182,0.768198621,
1052.890503,0.768252535,
1052.944824,0.768306292,
1052.999146,0.768355639,
1053.053345,0.768407095,
1053.107788,0.768457126,
1053.162109,0.768507349,
1053.216431,0.768557549,
1053.270752,0.768608339,
1053.325195,0.768656208,
1053.379395,0.768706682,
1053.433838,0.768756581,
1053.488281,0.768808089,
1053.542603,0.768862759,
1053.597046,0.768912288,
1053.651367,0.768961149,
1053.705811,0.769011189,
1053.760132,0.769061646,
1053.814575,0.769113361,
1053.868896,0.769164793,
1053.923462,0.76921706,
1053.977783,0.769267346,
1054.032227,0.769318719,
1054.08667,0.769370487,
1054.141113,0.769426075,
1054.195435,0.769481164,
1054.25,0.769534097,
1054.304321,0.769581844,
1054.358887,0.769626238,
1054.41333,0.769670179,
1054.467773,0.769714077,
1054.522217,0.769757235,
1054.576782,0.769798233,
1054.631348,0.769836793,
1054.685791,0.769876024,
1054.740234,0.76991682,
1054.794678,0.769959761,
1054.849243,0.77000872,
1054.903809,0.77005961,
1054.958374,0.770110295,
1055.012817,0.770159002,
1055.067383,0.77020994,
1055.121826,0.770259834,
1055.176392,0.770312433,
1055.230957,0.770359342,
1055.285522,0.77040688,
1055.340088,0.770453856,
1055.394653,0.770500978,
1055.449219,0.77054826,
1055.503784,0.770600263,
1055.55835,0.770653947,
1055.612915,0.770707971,
1055.66748,0.770764717,
1055.722168,0.770821366,
1055.776855,0.770881384,
1055.831421,0.770938299,
1055.885986,0.770992567,
1055.940552,0.771045553,
1055.995239,0.771099824,
1056.049805,0.771150773,
1056.104492,0.771200117,
1056.15918,0.771247907,
1056.213867,0.771295599,
1056.268433,0.771343603,
1056.32312,0.771393706,
1056.377808,0.771450297,
1056.432495,0.771512977,
1056.487061,0.771576351,
1056.54187,0.771640223,
1056.596436,0.771707974,
1056.651245,0.771778302,
1056.705811,0.77184986,
1056.76062,0.771916274,
1056.815308,0.771983367,
1056.869995,0.772051173,
1056.924805,0.772117632,
1056.979492,0.772178833,
1057.034302,0.772237846,
1057.088989,0.772297495,
1057.143799,0.772356443,
1057.198486,0.772410601,
1057.253296,0.772462703,
1057.307983,0.772518122,
1057.362793,0.77257066,
1057.41748,0.77261888,
1057.47229,0.772665864,
1057.5271,0.772715182,
1057.581909,0.772766562,
1057.636597,0.772814283,
1057.691528,0.772857501,
1057.746216,0.772903903,
1057.801147,0.772950195,
1057.855835,0.772994452,
1057.910767,0.77303788,
1057.965576,0.77307979,
1058.020386,0.773123557,
1058.075317,0.773166729,
1058.130127,0.773212436,
1058.185059,0.773259808,
1058.239868,0.773309022,
1058.294678,0.773355104,
1058.349487,0.773398905,
1058.404419,0.773447001,
1058.459351,0.773496955,
1058.514282,0.773550332,
1058.569092,0.773602272,
1058.624023,0.773654013,
1058.678833,0.773703713,
1058.733887,0.773752647,
1058.788696,0.773799593,
1058.843628,0.773848568,
1058.89856,0.773900826,
1058.953491,0.773952976,
1059.008423,0.774007409,
1059.063354,0.77406188,
1059.118286,0.774115653,
1059.17334,0.774168731,
1059.228149,0.774221168,
1059.283203,0.774272669,
1059.338257,0.774324035,
1059.393188,0.774377914,
1059.448242,0.77443081,
1059.503174,0.774480718,
1059.558228,0.77452754,
1059.613159,0.774575314,
1059.668213,0.774624176,
1059.723145,0.77467661,
1059.778198,0.774730669,
1059.833252,0.774788509,
1059.888306,0.774853008,
1059.943237,0.774915195,
1059.998291,0.774976347,
1060.053345,0.77503866,
1060.108398,0.7750976,
1060.163452,0.775155703,
1060.218506,0.775212879,
1060.27356,0.775267739,
1060.328735,0.775322513,
1060.383789,0.77537787,
1060.438843,0.775430573,
1060.494019,0.775484721,
1060.549072,0.775541399,
1060.604248,0.775598792,
1060.659302,0.775663538,
1060.714478,0.77572909,
1060.769531,0.775798247,
1060.824707,0.775867365,
1060.879761,0.775938217,
1060.934937,0.776005833,
1060.98999,0.776073562,
1061.045288,0.776144148,
1061.100342,0.776213955,
1061.155518,0.776286738,
1061.210693,0.776360114,
1061.265869,0.776434982,
1061.321045,0.776509102,
1061.376221,0.776584477,
1061.431396,0.776659393,
1061.486694,0.776736719,
1061.541748,0.776815528,
1061.597046,0.776894637,
1061.652344,0.776974499,
1061.70752,0.777051983,
1061.762695,0.777127179,
1061.817871,0.777198984,
1061.873169,0.777270575,
1061.928345,0.777346305,
1061.983643,0.777420461,
1062.03894,0.777491727,
1062.094238,0.777561779,
1062.149414,0.777630102,
1062.204712,0.777702587,
1062.26001,0.777775028,
1062.315308,0.777847166,
1062.370483,0.777920728,
1062.425903,0.777993235,
1062.481079,0.778064106,
1062.536499,0.778137903,
1062.591675,0.778214423,
1062.647095,0.778293249,
1062.702393,0.778375592,
1062.75769,0.778454622,
1062.81311,0.778535933,
1062.868408,0.778620917,
1062.923828,0.778706513,
1062.979126,0.778795396,
1063.034546,0.778884256,
1063.089844,0.778974217,
1063.145264,0.77906707,
1063.200562,0.779162551,
1063.255981,0.779260184,
1063.311279,0.779363768,
1063.366821,0.779467668,
1063.422119,0.779573089,
1063.477539,0.779676107,
1063.532959,0.779779805,
1063.588379,0.779881467,
1063.643799,0.779981486,
1063.699219,0.780083346,
1063.754639,0.780181895,
1063.810059,0.780278765,
1063.865479,0.780372187,
1063.921021,0.780466603,
1063.97644,0.780560149,
1064.03186,0.780658659,
1064.087402,0.7807579,
1064.142822,0.780861293,
1064.198364,0.780966464,
1064.253784,0.781072885,
1064.309326,0.781180092,
1064.364746,0.781287187,
1064.420288,0.78139403,
1064.47583,0.781500085,
1064.531372,0.78160516,
1064.586792,0.781711477,
1064.642334,0.7818177,
1064.697876,0.781924018,
1064.753418,0.782035221,
1064.80896,0.782146053,
1064.864502,0.782256467,
1064.920044,0.782367054,
1064.975586,0.782480677,
1065.031128,0.782593912,
1065.086792,0.782708357,
1065.142456,0.78282403,
1065.197876,0.782939978,
1065.25354,0.783058051,
1065.309082,0.783169684,
1065.364746,0.783277948,
1065.420288,0.783387662,
1065.475952,0.783499672,
1065.531494,0.783611707,
1065.587158,0.783731171,
1065.642822,0.783850318,
1065.698486,0.783967223,
1065.754028,0.784084327,
1065.809692,0.784199155,
1065.865356,0.784318169,
1065.921021,0.784436865,
1065.976685,0.784556719,
1066.032349,0.784674823,
1066.088013,0.784790624,
1066.143799,0.784899272,
1066.199341,0.785007201,
1066.255127,0.785115737,
1066.310913,0.785223432,
1066.366455,0.785331144,
1066.422241,0.785438668,
1066.477905,0.785547509,
1066.533691,0.785655036,
1066.589355,0.785763944,
1066.645142,0.785872368,
1066.700806,0.785981452,
1066.756592,0.786092817,
1066.812378,0.78620444,
1066.868164,0.786317663,
1066.923828,0.786431977,
1066.979736,0.786546145,
1067.0354,0.78666114,
1067.091187,0.786776293,
1067.146973,0.786890177,
1067.202759,0.787006618,
1067.258545,0.787123213,
1067.314453,0.787239634,
1067.370117,0.787357971,
1067.426025,0.787471978,
1067.481812,0.787586533,
1067.53772,0.787700394,
1067.593506,0.787814297,
1067.649292,0.787928903,
1067.7052,0.788043138,
1067.760986,0.788154879,
1067.816895,0.788267679,
1067.872803,0.788380073,
1067.928711,0.788489959,
1067.984497,0.788602479,
1068.040405,0.788710698,
1068.096191,0.788817679,
1068.152222,0.788925673,
1068.208008,0.789031803,
1068.264038,0.789138611,
1068.319824,0.789247458,
1068.375854,0.789355125,
1068.431641,0.789465726,
1068.487671,0.789575154,
1068.543579,0.789684302,
1068.599487,0.789796578,
1068.655396,0.789909902,
1068.711426,0.790020388,
1068.767456,0.790129046,
1068.823364,0.790232943,
1068.879395,0.790338553,
1068.935303,0.790444208,
1068.991333,0.790551534,
1069.047241,0.790662021,
1069.103271,0.790772445,
1069.15918,0.790883321,
1069.21521,0.790994723,
1069.27124,0.791112634,
1069.327271,0.791233463,
1069.383179,0.791357418,
1069.439331,0.791474719,
1069.495239,0.791593236,
1069.551392,0.79170773,
1069.607422,0.791818686,
1069.663452,0.79192834,
1069.719482,0.792037909,
1069.775635,0.792145097,
1069.831543,0.792246701,
1069.887695,0.792346644,
1069.943848,0.792448228,
1069.999878,0.792554316,
1070.05603,0.792660799,
1070.112061,0.792766878,
1070.168213,0.792876306,
1070.224243,0.792986249,
1070.280396,0.793093529,
1070.336548,0.793201424,
1070.3927,0.793312589,
1070.44873,0.793424792,
1070.505005,0.793537557,
1070.561035,0.793654121,
1070.617188,0.793768497,
1070.67334,0.793883877,
1070.729492,0.793998127,
1070.785645,0.794114397,
1070.841919,0.794233311,
1070.897949,0.794352011,
1070.954224,0.794471532,
1071.010376,0.79459211,
1071.06665,0.794712914,
1071.122925,0.794826945,
1071.179077,0.79494332,
1071.235352,0.795060536,
1071.291504,0.79517785,
1071.347778,0.795295429,
1071.403931,0.795409306,
1071.460205,0.795524533,
1071.516357,0.795634812,
1071.572754,0.79574439,
1071.628906,0.795854627,
1071.685181,0.795969178,
1071.741455,0.796083186,
1071.797729,0.79619471,
1071.854004,0.796306652,
1071.910278,0.796417242,
1071.966553,0.796529335,
1072.022949,0.796642723,
1072.079102,0.796757271,
1072.135498,0.796870256,
1072.191772,0.796982416,
1072.248169,0.797092663,
1072.304565,0.797203711,
1072.36084,0.797314581,
1072.417236,0.797426143,
1072.473511,0.797536625,
1072.529907,0.797648884,
1072.586182,0.79775996,
1072.642578,0.797870805,
1072.698853,0.797983212,
1072.755371,0.798093289,
1072.811646,0.798204551,
1072.868042,0.798315618,
1072.924438,0.798426681,
1072.980835,0.798537829,
1073.037231,0.798649215,
1073.09375,0.798759793,
1073.150024,0.798869734,
1073.206543,0.798979834,
1073.262939,0.799091711,
1073.319336,0.799205355,
1073.375732,0.799319132,
1073.432251,0.799432909,
1073.48877,0.799549937,
1073.545166,0.799667801,
1073.601685,0.799788227,
1073.658081,0.799910545,
1073.7146,0.800033559,
1073.770996,0.800156076,
1073.827637,0.800277199,
1073.884033,0.800396728,
1073.940552,0.800517947,
1073.99707,0.800637703,
1074.053589,0.800756183,
1074.109985,0.800874222,
1074.166626,0.800993414,
1074.223145,0.801111684,
1074.279663,0.801229888,
1074.336182,0.801350618,
1074.392822,0.801472434,
1074.449219,0.801594817,
1074.505859,0.801715689,
1074.562378,0.801837683,
1074.619019,0.801959637,
1074.675659,0.802085135,
1074.732178,0.802208908,
1074.788818,0.802331752,
1074.845337,0.802453054,
1074.901978,0.802575365,
1074.958496,0.802699884,
1075.015259,0.80282667,
1075.071777,0.802953047,
1075.128418,0.803079399,
1075.185059,0.803208182,
1075.241699,0.80333141,
1075.29834,0.803454854,
1075.35498,0.803578523,
1075.411621,0.803706264,
1075.468262,0.803834198,
1075.524902,0.803958132,
1075.581665,0.804082217,
1075.638306,0.804208618,
1075.694946,0.80433402,
1075.751587,0.80445619,
1075.80835,0.804580352,
1075.865112,0.804703828,
1075.921753,0.804826974,
1075.978516,0.804948018,
1076.035156,0.80506798,
1076.091919,0.805191118,
1076.148682,0.805312566,
1076.205444,0.805434283,
1076.262085,0.805555682,
1076.31897,0.805678619,
1076.37561,0.805799647,
1076.432495,0.805922272,
1076.489136,0.806047846,
1076.546021,0.806172459,
1076.602661,0.806299785,
1076.659546,0.806423697,
1076.716309,0.806549856,
1076.773071,0.806673973,
1076.829834,0.80680071,
1076.886719,0.806925973,
1076.943481,0.807052414,
1077.000366,0.807178517,
1077.057129,0.807303222,
1077.114014,0.807427734,
1077.170898,0.807551674,
1077.227661,0.807675697,
1077.284668,0.807798093,
1077.341431,0.80792231,
1077.398315,0.808047551,
1077.455078,0.808176184,
1077.512085,0.808304613,
1077.568848,0.808433632,
1077.625854,0.808561152,
1077.682617,0.808688349,
1077.739624,0.808811008,
1077.796509,0.808933608,
1077.853394,0.809056389,
1077.910278,0.809177107,
1077.967285,0.809297443,
1078.02417,0.809416417,
1078.081177,0.809537492,
1078.138062,0.809655706,
1078.195068,0.809775385,
1078.251953,0.809898244,
1078.30896,0.81002375,
1078.365967,0.810152502,
1078.422852,0.810278681,
1078.479858,0.81040622,
1078.536865,0.810531948,
1078.593872,0.810656911,
1078.650757,0.81078132,
1078.707886,0.810906618,
1078.764771,0.811031836,
1078.821899,0.811158718,
1078.878784,0.811285164,
1078.935913,0.811412838,
1078.99292,0.811540565,
1079.049927,0.811666932,
1079.106934,0.811793802,
1079.164063,0.811918187,
1079.221069,0.812042398,
1079.278198,0.812166329,
1079.335205,0.812291517,
1079.392334,0.812416835,
1079.449341,0.812545135,
1079.50647,0.812672274,
1079.563599,0.812800566,
1079.620605,0.812929814,
1079.677856,0.813058252,
1079.734863,0.813189364,
1079.791992,0.813316897,
1079.849121,0.813446373,
1079.90625,0.813574236,
1079.963379,0.813699551,
1080.020508,0.81382268,
1080.077637,0.813942886,
1080.134888,0.814063437,
1080.191895,0.814181861,
1080.249146,0.814298961,
1080.306274,0.814411574,
1080.363525,0.814526175,
1080.420654,0.814640808,
1080.477905,0.814755378,
1080.535034,0.814869673,
1080.592285,0.81498223,
1080.649414,0.815097619,
1080.706665,0.815213838,
1080.763916,0.815330601,
1080.821167,0.815446407,
1080.878418,0.81556648,
1080.935547,0.815688057,
1080.99292,0.815808466,
1081.050049,0.815931118,
1081.107422,0.816052011,
1081.164551,0.816175367,
1081.221924,0.816299156,
1081.279175,0.816421374,
1081.336426,0.816545891,
1081.393677,0.816673706,
1081.45105,0.81680066,
1081.508301,0.816928396,
1081.565674,0.817059044,
1081.622925,0.817183837,
1081.680298,0.817311173,
1081.737549,0.817434459,
1081.794922,0.817555964,
1081.852173,0.817678692,
1081.909546,0.81779975,
1081.966919,0.817920066,
1082.024292,0.818040683,
1082.081665,0.818157977,
1082.139038,0.818273281,
1082.196411,0.818393415,
1082.253784,0.818511981,
1082.311157,0.818633823,
1082.36853,0.818754938,
1082.425903,0.818878415,
1082.483276,0.81900054,
1082.540771,0.819125115,
1082.598145,0.819248313,
1082.65564,0.819375388,
1082.712891,0.819501676,
1082.770386,0.819628607,
1082.827759,0.81975376,
1082.885254,0.81987879,
1082.942749,0.820004019,
1083.000244,0.820125538,
1083.057617,0.820247241,
1083.115112,0.820365891,
1083.172607,0.820485496,
1083.230103,0.820602487,
1083.287598,0.82071864,
1083.345093,0.820835634,
1083.402588,0.820959413,
1083.460083,0.821084077,
1083.517578,0.821211071,
1083.575073,0.821340193,
1083.63269,0.821471585,
1083.690186,0.82160292,
1083.747681,0.821730574,
1083.805176,0.821860777,
1083.862793,0.821993549,
1083.920288,0.822124851,
1083.977905,0.822251056,
1084.0354,0.822374724,
1084.093018,0.822498117,
1084.150513,0.822619423,
1084.208252,0.822739338,
1084.265747,0.822858928,
1084.323364,0.822983201,
1084.381104,0.8231088,
1084.438599,0.823234379,
1084.496216,0.82335745,
1084.553833,0.823483584,
1084.611572,0.82361038,
1084.669067,0.823737766,
1084.726807,0.823868186,
1084.784424,0.824000024,
1084.842041,0.824134896,
1084.899658,0.824266716,
1084.957397,0.824395645,
1085.015015,0.824523511,
1085.072754,0.824652162,
1085.130371,0.824776654,
1085.18811,0.824903984,
1085.245728,0.825030275,
1085.303467,0.825154352,
1085.361084,0.825281585,
1085.418945,0.825407406,
1085.476563,0.825535375,
1085.534302,0.82566267,
1085.592163,0.825790101,
1085.64978,0.825919201,
1085.707642,0.826049553,
1085.765259,0.826181466,
1085.82312,0.826313948,
1085.880859,0.826450221,
1085.938599,0.826585981,
1085.996338,0.826723924,
1086.054199,0.826863272,
1086.111938,0.827001778,
1086.1698,0.827139228,
1086.227539,0.827276327,
1086.2854,0.827412587,
1086.34314,0.827547115,
1086.401001,0.827682197,
1086.45874,0.827815156,
1086.516602,0.827949181,
1086.574463,0.82808414,
1086.632324,0.828217376,
1086.690063,0.828353407,
1086.748047,0.82848965,
1086.805908,0.828625095,
1086.86377,0.828764381,
1086.921631,0.828899646,
1086.979492,0.829033969,
1087.037476,0.829168841,
1087.095215,0.829300624,
1087.153198,0.829429995,
1087.21106,0.829559694,
1087.269043,0.829684402,
1087.326904,0.829811852,
1087.384888,0.82994139,
1087.442749,0.830067901,
1087.500732,0.830196264,
1087.558594,0.830323435,
1087.616577,0.830451113,
1087.674438,0.830578269,
1087.732544,0.830704212,
1087.790405,0.830832644,
1087.848389,0.830964621,
1087.906372,0.831092555,
1087.964355,0.831217838,
1088.022339,0.831347095,
1088.080322,0.831476666,
1088.138428,0.831607142,
1088.196411,0.831739795,
1088.254395,0.831871853,
1088.312378,0.832006157,
1088.370483,0.83213793,
1088.428467,0.832272056,
1088.486572,0.832410499,
1088.544556,0.832550985,
1088.602661,0.832689078,
1088.660645,0.832827739,
1088.71875,0.832966241,
1088.776733,0.833099851,
1088.834961,0.833232799,
1088.892944,0.833363578,
1088.95105,0.833495353,
1089.009155,0.833626419,
1089.067261,0.833755163,
1089.125366,0.833881655,
1089.183472,0.834007857,
1089.241577,0.834132121,
1089.299683,0.834256834,
1089.35791,0.834380757,
1089.416016,0.83450365,
1089.474243,0.834631205,
1089.532349,0.834758623,
1089.590454,0.834884783,
1089.64856,0.835008765,
1089.706787,0.835136246,
1089.765015,0.835264135,
1089.823242,0.835395004,
1089.881348,0.835525664,
1089.939575,0.835657522,
1089.997681,0.835791298,
1090.05603,0.83592027,
1090.114136,0.836048566,
1090.172363,0.836174434,
1090.230591,0.836305476,
1090.288818,0.836434564,
1090.347046,0.836563555,
1090.405396,0.836693899,
1090.463501,0.836821884,
1090.521851,0.836950454,
1090.5802,0.83707884,
1090.638428,0.837209474,
1090.696655,0.837339333,
1090.754883,0.837469567,
1090.813232,0.837596907,
1090.87146,0.837725184,
1090.92981,0.837850599,
1090.988159,0.837972304,
1091.046509,0.838097287,
1091.104736,0.838220021,
1091.163086,0.83834311,
1091.221436,0.838466749,
1091.279785,0.838592574,
1091.338013,0.838720488,
1091.396484,0.838848294,
1091.454712,0.838975233,
1091.513184,0.839105185,
1091.571533,0.83923456,
1091.629883,0.839361523,
1091.688232,0.839490701,
1091.746704,0.839618093,
1091.805176,0.839744989,
1091.863525,0.839871819,
1091.921997,0.840000504,
1091.980347,0.840126781,
1092.038818,0.840254724,
1092.097168,0.840378481,
1092.15564,0.840505028,
1092.213989,0.840631605,
1092.272461,0.840759025,
1092.330933,0.840886745,
1092.389404,0.841010922,
1092.447754,0.841135567,
1092.506348,0.841256204,
1092.564697,0.84138032,
1092.623291,0.841501791,
1092.681763,0.841625638,
1092.740234,0.84174861,
1092.798706,0.841872501,
1092.8573,0.841994837,
1092.915771,0.842119054,
1092.974243,0.842243723,
1093.032837,0.842369585,
1093.091309,0.842500488,
1093.149902,0.842628031,
1093.208374,0.842759594,
1093.26709,0.842894322,
1093.325562,0.843027241,
1093.384155,0.843160703,
1093.442627,0.843296569,
1093.501343,0.843432682,
1093.559814,0.843570166,
1093.618408,0.843704934,
1093.677002,0.843839242,
1093.735596,0.843975762,
1093.794189,0.84410517,
1093.852905,0.844233676,
1093.911377,0.84436118,
1093.970093,0.844486055,
1094.028687,0.844607831,
1094.087402,0.844729325,
1094.145996,0.844850874,
1094.204712,0.844971125,
1094.263428,0.845088872,
1094.322021,0.84520877,
1094.380737,0.84533193,
1094.439331,0.845455771,
1094.498047,0.845580971,
1094.556641,0.84570888,
1094.615479,0.845838886,
1094.674072,0.845970058,
1094.732788,0.846101779,
1094.791504,0.846236709,
1094.85022,0.846373033,
1094.908936,0.846511224,
1094.967773,0.846650316,
1095.026367,0.846790074,
1095.085205,0.846929895,
1095.143921,0.847070586,
1095.202759,0.847212424,
1095.261475,0.847352445,
1095.32019,0.847491811,
1095.378906,0.84762918,
1095.437744,0.847767232,
1095.496582,0.847900748,
1095.55542,0.848035634,
1095.614258,0.848168459,
1095.672974,0.848303274,
1095.731812,0.848438216,
1095.790649,0.848573994,
1095.849487,0.848709977,
1095.908325,0.848847084,
1095.967163,0.848985247,
1096.026001,0.849121591,
1096.084839,0.849257061,
1096.143677,0.84938936,
1096.202637,0.849519424,
1096.261353,0.84965063,
1096.320313,0.849782731,
1096.37915,0.849913665,
1096.43811,0.850046186,
1096.496948,0.850182121,
1096.555908,0.850316497,
1096.614746,0.85045017,
1096.673706,0.850584736,
1096.732666,0.850722719,
1096.791504,0.850864536,
1096.850586,0.851006634,
1096.909424,0.851147226,
1096.968384,0.851287229,
1097.027344,0.851427852,
1097.086304,0.851565119,
1097.145264,0.851705191,
1097.204346,0.851846768,
1097.263184,0.851990182,
1097.322266,0.852129897,
1097.381226,0.8522692,
1097.440186,0.852406193,
1097.499146,0.85254015,
1097.558228,0.852676587,
1097.617188,0.852810995,
1097.67627,0.852944992,
1097.735229,0.853075427,
1097.794312,0.853205199,
1097.853271,0.853331903,
1097.912476,0.853464215,
1097.971558,0.853591646,
1098.030518,0.853721293,
1098.089722,0.853852854,
1098.148682,0.853982806,
1098.207764,0.854115201,
1098.266846,0.854247033,
1098.32605,0.854381616,
1098.38501,0.854517841,
1098.444214,0.854656043,
1098.503296,0.854794295,
1098.562378,0.854935427,
1098.62146,0.855072197,
1098.680664,0.855210495,
1098.739746,0.85534673,
1098.79895,0.855483735,
1098.858032,0.855622777,
1098.917236,0.855761926,
